Term ID,Class,Description,Status,Effective Date,Type,Notes,TM5,NCL Version
011-819,11,"Nitrogen-generation equipment and components, namely, nitrogen generators and associated nozzles sold as a unit",D,01-01-2022,GOODS,"On 01-01-2022, this 04-05-2001 entry was deleted because the nature of the goods is unclear. This wording is no longer acceptable. This entry was replaced by the entries ""Adsorption apparatus for generating nitrogen"" in Class 11 and ""Membrane apparatus for generating nitrogen"" in Class 11.",,"""11-2022"""
011-846,11,"Oxygen concentrators for use with fuel cells used in heating, ventilation, air conditioning, lighting, and power systems for buildings",D,01-01-2022,GOODS,"On 01-01-2022, this 06-21-2007 entry was deleted because the nature of the goods is unclear. This wording is no longer acceptable.",,"""11-2022"""
007-4521,7,Explosive actuated tools for driving rivets,A,01-01-2022,GOODS,,,"""11-2022"""
001-2352,1,Thermal paste,A,01-01-2022,GOODS,"Thermal paste is used to dissipate excess heat between electronic components by filling in microscopic spaces on the surfaces of the components. It is classified in Class 1 by analogy to ""putties and other paste fillers"" in the Nice Class Heading in Class 1.",,"""11-2022"""
001-2353,1,"Reagent bearing diagnostic strips for testing breast milk, other than for medical or veterinary use",A,01-01-2022,GOODS,,,"""11-2022"""
001-2361,1,Lye water for the food industry,A,01-01-2022,GOODS,,,"""11-2022"""
035-2003,35,Research and analysis in the fields of economics and economic policy,D,01-01-2022,SERVICES,"On 01-01-2022, this 10-07-2010 entry was deleted pursuant to Nice 11-2022. This wording is no longer acceptable. This entry was replaced by ""Business research in the field of economics"" in Class 35, ""Financial research in the field of economics"" in Class 36, and ""Legal research in the field economic policy"" in Class 45. Services are in principle classified according to the branches of activities specified in the Nice Class Headings and Explanatory Notes of the service classes, or, if not specified, by analogy with other comparable services in the Nice Alphabetical List. See TMEP �1402.11(e). Under Nice 11-2022, most research services are classified in Class 42 based on the wording ""Scientific and technological services and research�relating thereto"" and ""industrial research"" in the Nice Class 42 Heading. Research services in classes other than Class 42 are classified by analogy with comparable research services in Classes 35, 36, 41, and 45 in the Nice Alphabetical List. In particular, ""Business research"" and ""Marketing research"" are classified in Class 35, ""Financial research"" is classified in Class 36, ""Research in the field of education"" is classified in Class 41, and ""Genealogical research"" and ""Legal research"" are classified in Class 45. Please consult the ID Manual regarding classification of specific identifications for research services.",,"""11-2022"""
035-2018,35,Business research services in the field of {indicate field or subject matter},A,10/28/2010,SERVICES,"01-01-2022 - Business research is acceptable wording; further specification is acceptable, but it is not required.",,"""09-2007"""
035-1323,35,"Providing business research services, namely, researching dental patient insurance information for dental offices",D,01-01-2022,SERVICES,"On 01-01-2022, this 11-01-2007 entry was deleted because it was causing confusion as to the nature of the services. This wording is no longer acceptable. This entry was replaced by ""Providing business investigation services in the nature of investigating dental patient insurance information for dental offices"" in Class 35.",,"""11-2022"""
035-960,35,"Business research services, namely, providing analysis of retail data on specific business locations",A,03-01-2005,SERVICES,"01-01-2022 - Business research is acceptable wording; further specification is acceptable, but it is not required.",,"""08-2002"""
035-1383,35,On-line business research service that allows the user to analyze opinion trends contained in documents on the Internet,D,01-01-2022,SERVICES,"On 01-01-2022, this 03-13-2008 entry was deleted because it was causing confusion. This wording is no longer acceptable. See ""Business Research"" in Class 35 and ""Providing a web site featuring technology that enables users to {indicate functions or tasks that the website technology enables}"" in Class 42.",,"""11-2022"""
035-371,35,Shopping by researchers who pose as customers to evaluate the quality of service delivered,D,01-01-2022,SERVICES,"On 01-01-2022, this 06-01-2001 entry was deleted because it is indefinite and overbroad. As written, the nature of the services is unclear. This wording is no longer acceptable. See ""Comparison shopping services"" in Class 35.",,"""11-2022"""
036-28,36,Financial research,A,04-02-1991,SERVICES,"07-14-2011 Scientific research and research services directly related to tangible items, such as cosmetics, pharmaceuticals, or new products, are classified in 42 because those research activities generally involve the science-based testing and analysis of the physical properties of the item. On the other hand, research services relating to an intangible subject matter are classified according to the nature of the intangible. For example, business research, research related to financial instruments, and legal research are classified in Classes 35, 36, and 45 respectively. 01-01-2022 - Pursuant to Nice 11-2022, the classification policy regarding research related to tangible items and intangible subject matter referenced in the prior Note of 07-14-2011 is no longer in effect. Services are in principle classified according to the branches of activities specified in the Nice Class Headings and Explanatory Notes of the service classes, or, if not specified, by analogy with other comparable services in the Nice Alphabetical List. See TMEP �1402.11(e). Most research services are classified in Class 42 based on the wording ""Scientific and technological services and research�relating thereto"" and ""industrial research"" in the Nice Class 42 Heading. Research services in classes other than Class 42 are classified by analogy with comparable research services in Classes 35, 36, 41, and 45 in the Nice Alphabetical List. In particular, ""Business research"" and ""Marketing research"" are classified in Class 35, ""Financial research"" is classified in Class 36, ""Research in the field of education"" is classified in Class 41, and ""Genealogical research"" and ""Legal research"" are classified in Class 45. Please consult the ID Manual regarding classification of specific identifications for research services.",T,"""07-1997"""
036-1187,36,Financial research in the field of financial instruments,M,01-01-2022,SERVICES,"On 01-01-2022, this 12-01-2016 entry was modified in compliance with Nice 11-2022 from ""research related to financial instruments"" to ""financial research in the field of financial instruments."" Financial research is acceptable wording; further specification is acceptable, but it is not required. Services are in principle classified according to the branches of activities specified in the Nice Class Headings and Explanatory Notes of the service classes, or, if not specified, by analogy with other comparable services in the Nice Alphabetical List. See TMEP �1402.11(e). Most research services are classified in Class 42 based on the wording ""Scientific and technological services and research�relating thereto"" and ""industrial research"" in the Nice Class 42 Heading. Research services in classes other than Class 42 are classified by analogy with comparable research services in Classes 35, 36, 41, and 45 in the Nice Alphabetical List. In particular, ""Business research"" and ""Marketing research"" are classified in Class 35, ""Financial research"" is classified in Class 36, ""Research in the field of education"" is classified in Class 41, and ""Genealogical research"" and ""Legal research"" are classified in Class 45. Please consult the ID Manual regarding classification of specific identifications for research services.",,"""11-2022"""
042-2384,42,Stem cell research services,A,06-08-2017,SERVICES,"01-01-2022 - Stem cell research is classified in Class 42 by analogy to ""scientific research"" and ""medical research"" in the Nice Alphabetical List in Class 42.",T,"""11-2017"""
042-761,42,Research in the field of hair care,A,07/20/2004,SERVICES,"01-01-2022 - Research in the field of hair care is classified in Class 42 by analogy to ""cosmetic research"" in the Nice Alphabetical List in Class 42.",T,"""08-2002"""
042-2077,42,"Charitable services, namely, providing computer software for those in need [excluding computer game software]",D,01-01-2022,SERVICES,"On 01-01-2022, this 02-07-2013 entry was deleted because the use of brackets in the identification does not comply with USPTO policy set forth in TMEP �1402.12. This wording is no longer acceptable. Downloadable software for {specify the function of software, e.g., managing bank accounts, editing photos, making restaurant reservations, etc. and, if software is content- or field- specific, the content or field of use} is classified in Class 9. Providing on-line non-downloadable software for {specify the function of the programs, e.g., for use in database management, for use as spreadsheet, for word processing, etc. and, if software is content- or field-specific, the field of use} is classified in Class 42. Rental of computer software is classified in Class 42 regardless of the function or purpose of the software.",,"""11-2022"""
021-4195,21,Tea pots made of precious metals,M,01-01-2007,GOODS,"01-01-2007 - This entry was transferred from Class 14 to Class 21 pursuant to the 9th edition of the Nice Agreement. 01-01-2022 - Tea pots are non-electric vessels for steeping and serving tea. Tea pots is acceptable wording; further specification is acceptable, but it is not required.",,"""09-2007"""
016-2566,16,Fingerstalls for office use,A,01-01-2021,GOODS,"01-01-2022 - Fingerstalls are also spelled ""finger-stalls."" Fingerstalls are also called ""finger guards.""",T,"""11-2021"""
039-280,39,Coat check services,A,01-04-2006,SERVICES,"01-01-2022 - ""Coat check services"" (American English) is synonymous with ""Cloakroom services"" (British English). Cloakroom services appears in the Nice Alphabetical List in Class 39.",T,"""08-2002"""
030-1944,30,Corn starch derivatives in powder form for making beverages,D,01-01-2022,GOODS,"On 01-01-2022, this 05-13-2021 entry was deleted because it is indefinite, and the nature of the goods is not clear. This wording is no longer acceptable. Starch-based dry mixes for making non-alcoholic beverages is classified in Class 32.",,"""11-2022"""
021-1667,21,Valet trays [valet boxes],D,01-01-2022,GOODS,"10-24-2013 - Valet trays [valet boxes] are classified in Class 21 because the goods function as ""Containers for household or kitchen use,"" which appears in the Nice Alphabetical List in Class 21. On 01-01-2022, this 10-24-2013 entry was deleted because the use of brackets in the identification does not comply with USPTO policy set forth in TMEP �1402.12. This wording is no longer acceptable. Valet trays for household purposes and valet boxes for household purposes are in Class 21.",,"""11-2022"""
